,Kingdom,Phylum,Class,Subclass,Order,Family,Genus,Species,8,9,10
Heteroscleromorpha,Animalia,Porifera,Demospongiae,Heteroscleromorpha,,,,,,,
Astrangia solitaria,Animalia,Cnidaria,Anthozoa,Hexacorallia,Scleractinia,Rhizangiidae,Astrangia,Astrangia solitaria,,,
Haliclona (Haliclona) oculata,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Haplosclerida,Chalinidae,Haliclona,Haliclona (Haliclona),Haliclona (Haliclona) oculata,,
Halichondria (Eumastia) sitiens,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Suberitida,Halichondriidae,Halichondria,Halichondria (Eumastia),Halichondria (Eumastia) sitiens,,
Amphilectus digitatus infundibulus,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Esperiopsidae,Amphilectus,Amphilectus digitatus,Amphilectus digitatus infundibulus,,
Mycale (Mycale) loveni,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Mycalidae,Mycale,Mycale (Mycale),Mycale (Mycale) loveni,,
Haliclona (Reniera) aquaeductus,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Haplosclerida,Chalinidae,Haliclona,Haliclona (Reniera),Haliclona (Reniera) aquaeductus,,
Coelosphaeridae,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Coelosphaeridae,,,,,
Hymeniacidon assimilis,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Suberitida,Halichondriidae,Hymeniacidon,Hymeniacidon assimilis,,,
Homaxinella amphispicula,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Suberitida,Suberitidae,Homaxinella,Homaxinella amphispicula,,,
Suberites ficus,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Suberitida,Suberitidae,Suberites,Suberites ficus,,,
Esperiopsis flagrum,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Esperiopsidae,Esperiopsis,Esperiopsis flagrum,,,
Myxilla (Myxilla) incrustans,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Myxillidae,Myxilla,Myxilla (Myxilla),Myxilla (Myxilla) incrustans,,
Isodictya rigida,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Isodictyidae,Isodictya,Isodictya rigida,,,
Phakellia dalli,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Axinellida,Axinellidae,Phakellia,Phakellia dalli,,,
Crella brunnea,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Myxillidae,Myxilla,Myxilla brunnea,,,
Tedania (Tedania) kagalaskai,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Tedaniidae,Tedania,Tedania (Tedania),Tedania (Tedania) kagalaskai,,
Isodictya palmata,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Isodictyidae,Isodictya,Isodictya palmata,,,
Mycale (Carmia) carlilei,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Mycalidae,Mycale,Mycale (Carmia),Mycale (Carmia) carlilei,,
Amphilectus digitatus,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Esperiopsidae,Amphilectus,Amphilectus digitatus,,,
Thorectidae,Animalia,Porifera,Demospongiae,Keratosa,Dictyoceratida,Thorectidae,,,,,
Halichondria (Halichondria) panicea,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Suberitida,Halichondriidae,Halichondria,Halichondria (Halichondria),Halichondria (Halichondria) panicea,,
Polymastia pachymastia,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Polymastiida,Polymastiidae,Polymastia,Polymastia pachymastia,,,
Demospongiae,Animalia,Porifera,Demospongiae,,,,,,,,
Myxilla (Burtonanchora) lacunosa,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Myxillidae,Myxilla,Myxilla (Burtonanchora),Myxilla (Burtonanchora) lacunosa,,
Suberites domuncula,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Suberitida,Suberitidae,Suberites,Suberites domuncula,,,
Geodiidae,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Tetractinellida,Astrophorina,Geodiidae,,,,
Echinoclathria beringensis,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Microcionidae,Ophlitaspongiinae,Echinoclathria,Echinoclathria beringensis,,
Polymastia fluegeli,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Polymastiida,Polymastiidae,Polymastia,Polymastia fluegeli,,,
Ancorinidae,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Tetractinellida,Astrophorina,Ancorinidae,,,,
Pachastrellidae,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Tetractinellida,Astrophorina,Pachastrellidae,,,,
Weberella bursa,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Polymastiida,Polymastiidae,Weberella,Weberella bursa,,,
Tentorium semisuberites,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Polymastiida,Polymastiidae,Tentorium,Tentorium semisuberites,,,
Amphilectus lobatus,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Esperiopsidae,Amphilectus,Amphilectus lobatus,,,
Pseudosuberites montiniger,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Suberitida,Suberitidae,Pseudosuberites,Pseudosuberites montiniger,,,
Megaciella anisochela,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Acarnidae,Megaciella,Megaciella anisochela,,,
Polymastia boletiformis,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Polymastiida,Polymastiidae,Polymastia,Polymastia boletiformis,,,
Stelodoryx oxeata,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Myxillidae,Stelodoryx,Stelodoryx oxeata,,,
Mycale (Mycale) jasoniae,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Mycalidae,Mycale,Mycale (Mycale),Mycale (Mycale) jasoniae,,
Monanchora laminachela,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Crambeidae,Monanchora,Monanchora laminachela,,,
Euchelipluma elongata,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Cladorhizidae,Euchelipluma,Euchelipluma elongata,,,
Chondrocladia (Meliiderma) occulta,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Cladorhizidae,Chondrocladia,Chondrocladia (Meliiderma),Chondrocladia (Meliiderma) occulta,,
Latrunculia velera,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Latrunculiidae,Latrunculia,Latrunculia velera,,,
Echinoclathria vasa,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Microcionidae,Ophlitaspongiinae,Echinoclathria,Echinoclathria vasa,,
Cladorhiza corona,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Cladorhizidae,Cladorhiza,Cladorhiza corona,,,
Discorhabdella urizae,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Crambeidae,Discorhabdella,Discorhabdella urizae,,,
Semisuberites cribrosa,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Esperiopsidae,Semisuberites,Semisuberites cribrosa,,,
Chondrocladia (Chondrocladia) gigantea,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Cladorhizidae,Chondrocladia,Chondrocladia (Chondrocladia),Chondrocladia (Chondrocladia) gigantea,,
Mycale (Aegogropila) adhaerens,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Mycalidae,Mycale,Mycale (Aegogropila),Mycale (Aegogropila) adhaerens,,
Stylocordyla borealis,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Suberitida,Stylocordylidae,Stylocordyla,Stylocordyla borealis,,,
Cornulum clathriata,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Acarnidae,Cornulum,Cornulum clathriata,,,
Monanchora alaskensis,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Crambeidae,Monanchora,Monanchora alaskensis,,,
Vulcanellidae,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Tetractinellida,Astrophorina,Vulcanellidae,,,,
Cladorhiza pteron,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Cladorhizidae,Cladorhiza,Cladorhiza pteron,,,
Poecillastra japonica,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Tetractinellida,Astrophorina,Vulcanellidae,Poecillastra,Poecillastra japonica,,
Craniella villosa,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Tetractinellida,Spirophorina,Tetillidae,Craniella,Craniella villosa,,
Stylocordyla borealis eous,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Suberitida,Stylocordylidae,Stylocordyla,Stylocordyla borealis,Stylocordyla borealis eous,,
Phorbas paucistylifer,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Hymedesmiidae,Phorbas,Phorbas paucistylifer,,,
Poecilosclerida,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,,,,,,
Haplosclerida,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Haplosclerida,,,,,,
Crambeidae,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Crambeidae,,,,,
Tetractinellida,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Tetractinellida,,,,,,
Esperiopsidae,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Esperiopsidae,,,,,
Microcionidae,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Microcionidae,,,,,
Aaptos kanuux,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Suberitida,Suberitidae,Aaptos,Aaptos kanuux,,,
Desmacellidae,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Desmacellida,Desmacellidae,,,,,
Cladorhizidae,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Cladorhizidae,,,,,
Polymastiidae,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Polymastiida,Polymastiidae,,,,,
Xestospongia edapha,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Haplosclerida,Petrosiidae,Xestospongia,Xestospongia edapha,,,
Xestospongia diprosopia,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Haplosclerida,Petrosiidae,Xestospongia,Xestospongia diprosopia,,,
Clathria (Microciona) primitiva,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Microcionidae,Microcioninae,Clathria,Clathria (Microciona),Clathria (Microciona) primitiva,
Guitarra abbotti,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Guitarridae,Guitarra,Guitarra abbotti,,,
Haliclona (Gellius) textapatina,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Haplosclerida,Chalinidae,Haliclona,Haliclona (Gellius),Haliclona (Gellius) textapatina,,
Hymeniacidon sinapium,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Suberitida,Halichondriidae,Hymeniacidon,Hymeniacidon sinapium,,,
Stelletta clarella,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Tetractinellida,Astrophorina,Ancorinidae,Stelletta,Stelletta clarella,,
Iophon nigricans,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Acarnidae,Iophon,Iophon nigricans,,,
Gastrophanella primore,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Tetractinellida,Spirophorina,Siphonidiidae,Gastrophanella,Gastrophanella primore,,
Coelosphaera (Coelosphaera) oglalai,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Coelosphaeridae,Coelosphaera,Coelosphaera (Coelosphaera),Coelosphaera (Coelosphaera) oglalai,,
Artemisina amlia,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Microcionidae,Ophlitaspongiinae,Artemisina,Artemisina amlia,,
Melonanchora globogilva,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Myxillidae,Melonanchora,Melonanchora globogilva,,,
Topsentia fernaldi,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Suberitida,Halichondriidae,Topsentia,Topsentia fernaldi,,,
Mycale (Aegogropila) bamfieldensis,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Mycalidae,Mycale,Mycale (Aegogropila),Mycale (Aegogropila) bamfieldensis,,
Geodia agassizii,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Tetractinellida,Astrophorina,Geodiidae,Geodiinae,Geodia,Geodia agassizii,
Geodia angulata,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Tetractinellida,Astrophorina,Geodiidae,Geodiinae,Geodia,Geodia angulata,
Geodia mesotriaenella,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Tetractinellida,Astrophorina,Geodiidae,Geodiinae,Geodia,Geodia mesotriaenella,
Geodia bicolor,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Tetractinellida,Astrophorina,Geodiidae,Geodiinae,Geodia,Geodia bicolor,
Erylus sollasi,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Tetractinellida,Astrophorina,Geodiidae,Erylinae,Erylus,Erylus sollasi,
Erylus rotundus cidaris,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Tetractinellida,Astrophorina,Geodiidae,Erylinae,Erylus,Erylus rotundus,Erylus rotundus cidaris
Erylus rotundus megarhabdus,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Tetractinellida,Astrophorina,Geodiidae,Erylinae,Erylus,Erylus rotundus,Erylus rotundus megarhabdus
Erylus rotundus typicus,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Tetractinellida,Astrophorina,Geodiidae,Erylinae,Erylus,Erylus rotundus,Erylus rotundus typicus
Erylus caliculatus,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Tetractinellida,Astrophorina,Geodiidae,Erylinae,Erylus,Erylus caliculatus,
Geodia breviana,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Tetractinellida,Astrophorina,Geodiidae,Geodiinae,Geodia,Geodia breviana,
Geodia robusta var. megaclada,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Tetractinellida,Astrophorina,Geodiidae,Geodiinae,Geodia,Geodia robusta,Geodia robusta var. megaclada
Geodia ovis,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Tetractinellida,Astrophorina,Geodiidae,Geodiinae,Geodia,Geodia ovis,
Monaxonida,Animalia,Porifera,Demospongiae,Monaxonida,,,,,,,
Clathria (Thalysias) originalis,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Microcionidae,Microcioninae,Clathria,Clathria (Thalysias),Clathria (Thalysias) originalis,
Lissodendoryx (Lissodendoryx) noxiosa,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Coelosphaeridae,Lissodendoryx,Lissodendoryx (Lissodendoryx),Lissodendoryx (Lissodendoryx) noxiosa,,
Acarnus erithacus,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Acarnidae,Acarnus,Acarnus erithacus,,,
Antho (Acarnia) lithophoenix,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Microcionidae,Ophlitaspongiinae,Antho,Antho (Acarnia),Antho (Acarnia) lithophoenix,
Antho (Plocamia) karykina,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Microcionidae,Ophlitaspongiinae,Antho,Antho (Plocamia),Antho (Plocamia) karykina,
Aplysilla polyraphis,Animalia,Porifera,Demospongiae,Keratosa,Dendroceratida,Darwinellidae,Aplysilla,Aplysilla polyraphis,,,
Clathria (Microciona) pennata,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Microcionidae,Microcioninae,Clathria,Clathria (Microciona),Clathria (Microciona) pennata,
Neopetrosia vanilla,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Haplosclerida,Petrosiidae,Neopetrosia,Neopetrosia vanilla,,,
Niphates lunisimilis,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Haplosclerida,Niphatidae,Niphates,Niphates lunisimilis,,,
Trikentrion catalina,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Axinellida,Raspailiidae,Cyamoninae,Trikentrion,Trikentrion catalina,,
Monanchora pulchra,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Crambeidae,Monanchora,Monanchora pulchra,,,
Crellidae,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Crellidae,,,,,
Halichondriidae,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Suberitida,Halichondriidae,,,,,
Mycalidae,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Mycalidae,,,,,
Poecillastra tenuilaminaris,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Tetractinellida,Astrophorina,Vulcanellidae,Poecillastra,Poecillastra tenuilaminaris,,
Halichondria (Halichondria) lambei,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Suberitida,Halichondriidae,Halichondria,Halichondria (Halichondria),Halichondria (Halichondria) lambei,,
Forcepia (Forcepia) hymena,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Coelosphaeridae,Forcepia,Forcepia (Forcepia),Forcepia (Forcepia) hymena,,
Craniella spinosa,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Tetractinellida,Spirophorina,Tetillidae,Craniella,Craniella spinosa,,
Rhizaxinella gadus,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Suberitida,Suberitidae,Rhizaxinella,Rhizaxinella gadus,,,
Poecillastra rickettsi,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Tetractinellida,Astrophorina,Vulcanellidae,Poecillastra,Poecillastra rickettsi,,
Myxilla (Ectyomyxilla) parasitica,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Myxillidae,Myxilla,Myxilla (Ectyomyxilla),Myxilla (Ectyomyxilla) parasitica,,
Penares cortius,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Tetractinellida,Astrophorina,Geodiidae,Erylinae,Penares,Penares cortius,
Clathria (Microciona) microjoanna,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Microcionidae,Microcioninae,Clathria,Clathria (Microciona),Clathria (Microciona) microjoanna,
Mycale (Paresperella) psila,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Mycalidae,Mycale,Mycale (Paresperella),Mycale (Paresperella) psila,,
Tethya californiana,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Tethyida,Tethyidae,Tethya,Tethya californiana,,,
Mycale (Mycale) toporoki,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Mycalidae,Mycale,Mycale (Mycale),Mycale (Mycale) toporoki,,
Chalinidae,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Haplosclerida,Chalinidae,,,,,
Desmacididae,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Desmacididae,,,,,
Forcepia (Forcepia) macrostylosa,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Coelosphaeridae,Forcepia,Forcepia (Forcepia),Forcepia (Forcepia) macrostylosa,,
Haliclona (Rhizoniera) rufescens,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Haplosclerida,Chalinidae,Haliclona,Haliclona (Rhizoniera),Haliclona (Rhizoniera) rufescens,,
Geodia acanthylastra,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Tetractinellida,Astrophorina,Geodiidae,Geodiinae,Geodia,Geodia acanthylastra,
Geodia californica,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Tetractinellida,Astrophorina,Geodiidae,Geodiinae,Geodia,Geodia californica,
Myxillidae,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Myxillidae,,,,,
Iophon ostiamagna,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Acarnidae,Iophon,Iophon ostiamagna,,,
Thenea lamelliformis,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Tetractinellida,Astrophorina,Theneidae,Thenea,Thenea lamelliformis,,
Thenea pyriformis,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Tetractinellida,Astrophorina,Theneidae,Thenea,Thenea pyriformis,,
Phakellia lamelligera,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Axinellida,Axinellidae,Phakellia,Phakellia lamelligera,,,
Keratosa,Animalia,Porifera,Demospongiae,Keratosa,,,,,,,
Lophelia pertusa,Animalia,Cnidaria,Anthozoa,Hexacorallia,Scleractinia,Caryophylliidae,Lophelia,Lophelia pertusa,,,
Oculina virgosa,Animalia,Cnidaria,Anthozoa,Hexacorallia,Scleractinia,Oculinidae,Oculina,Oculina virgosa,,,
Deltocyathus calcar,Animalia,Cnidaria,Anthozoa,Hexacorallia,Scleractinia,Deltocyathidae,Deltocyathus,Deltocyathus calcar,,,
Pennatula aculeata,Animalia,Cnidaria,Anthozoa,Octocorallia,Pennatulacea,Subsessiliflorae,Pennatulidae,Pennatula,Pennatula aculeata,,
Desmophyllum dianthus,Animalia,Cnidaria,Anthozoa,Hexacorallia,Scleractinia,Caryophylliidae,Desmophyllum,Desmophyllum dianthus,,,
Antipathes dendrochristos,Animalia,Cnidaria,Anthozoa,Hexacorallia,Antipatharia,Antipathidae,Antipathes,Antipathes dendrochristos,,,
Madracis pharensis f. pharensis,Animalia,Cnidaria,Anthozoa,Hexacorallia,Scleractinia,Pocilloporidae,Madracis,Madracis pharensis,Madracis pharensis f. pharensis,,
Guancha blanca,Animalia,Porifera,Calcarea,Calcinea,Clathrinida,Clathrinidae,Guancha,Guancha blanca,,,
Calcarea,Animalia,Porifera,Calcarea,,,,,,,,
Leucosolenida,Animalia,Porifera,Calcarea,Calcaronea,Leucosolenida,,,,,,
Leucilla nuttingi,Animalia,Porifera,Calcarea,Calcaronea,Leucosolenida,Amphoriscidae,Leucilla,Leucilla nuttingi,,,
Leucandra poculiformis,Animalia,Porifera,Calcarea,Calcaronea,Leucosolenida,Grantiidae,Leucandra,Leucandra poculiformis,,,
Leucandra heathi,Animalia,Porifera,Calcarea,Calcaronea,Leucosolenida,Grantiidae,Leucandra,Leucandra heathi,,,
Leucandra losangelensis,Animalia,Porifera,Calcarea,Calcaronea,Leucosolenida,Grantiidae,Leucandra,Leucandra losangelensis,,,
Sycon escanabense,Animalia,Porifera,Calcarea,Calcaronea,Leucosolenida,Sycettidae,Sycon,Sycon escanabense,,,
Paragorgia arborea,Animalia,Cnidaria,Anthozoa,Octocorallia,Alcyonacea,Scleraxonia,Paragorgiidae,Paragorgia,Paragorgia arborea,,
Paragorgia alisonae,Animalia,Cnidaria,Anthozoa,Octocorallia,Alcyonacea,Scleraxonia,Paragorgiidae,Paragorgia,Paragorgia alisonae,,
Paragorgia johnsoni,Animalia,Cnidaria,Anthozoa,Octocorallia,Alcyonacea,Scleraxonia,Paragorgiidae,Paragorgia,Paragorgia johnsoni,,
Paragorgia kaupeka,Animalia,Cnidaria,Anthozoa,Octocorallia,Alcyonacea,Scleraxonia,Paragorgiidae,Paragorgia,Paragorgia kaupeka,,
Paragorgia coralloides,Animalia,Cnidaria,Anthozoa,Octocorallia,Alcyonacea,Scleraxonia,Paragorgiidae,Paragorgia,Paragorgia coralloides,,
Paragorgia regalis,Animalia,Cnidaria,Anthozoa,Octocorallia,Alcyonacea,Scleraxonia,Paragorgiidae,Paragorgia,Paragorgia regalis,,
Paragorgiidae,Animalia,Cnidaria,Anthozoa,Octocorallia,Alcyonacea,Scleraxonia,Paragorgiidae,,,,
Paragorgia splendens,Animalia,Cnidaria,Anthozoa,Octocorallia,Alcyonacea,Scleraxonia,Paragorgiidae,Paragorgia,Paragorgia splendens,,
Paragorgia stephencairnsi,Animalia,Cnidaria,Anthozoa,Octocorallia,Alcyonacea,Scleraxonia,Paragorgiidae,Paragorgia,Paragorgia stephencairnsi,,
Iophon cheliferum,Animalia,Porifera,Demospongiae,Heteroscleromorpha,Poecilosclerida,Acarnidae,Iophon,Iophon cheliferum,,,
Dendropathes bacotaylorae,Animalia,Cnidaria,Anthozoa,Hexacorallia,Antipatharia,Schizopathidae,Dendropathes,Dendropathes bacotaylorae,,,
Bathypathes conferta,Animalia,Cnidaria,Anthozoa,Hexacorallia,Antipatharia,Schizopathidae,Bathypathes,Bathypathes conferta,,,
Antipathidae,Animalia,Cnidaria,Anthozoa,Hexacorallia,Antipatharia,Antipathidae,,,,,
Antipatharia,Animalia,Cnidaria,Anthozoa,Hexacorallia,Antipatharia,,,,,,
Leiopathes annosa,Animalia,Cnidaria,Anthozoa,Hexacorallia,Antipatharia,Leiopathidae,Leiopathes,Leiopathes annosa,,,
Antipathes galapagensis,Animalia,Cnidaria,Anthozoa,Hexacorallia,Antipatharia,Antipathidae,Antipathes,Antipathes galapagensis,,,
Stauropathes staurocrada,Animalia,Cnidaria,Anthozoa,Hexacorallia,Antipatharia,Schizopathidae,Stauropathes,Stauropathes staurocrada,,,
